Id,BS_Module,Sub_Category,Case_Type,Summary,Description,Steps_To_Reproduce,Additional_Information,Notes,KB_Content
select * from fcs.FreightChargeDetail where freightchargeid in (70042,70041)","--cal freight charge header
select
FreightChargeId
,sum(BFAmountTransporter) as 'BFCostPerTrip'
,sum(BFAmountTransporter) as 'BFCostPerTripTransporter'
,sum(Amount) as 'CostPerTrip' , sum(AmountTransporter) as 'CostPerTripTransporter'
from fcs.FreightChargeDetail
where FreightChargeId in ('70042','70041')
and ActiveFlag = 1
group by FreightChargeId
order by FreightChargeId",,"[ปัญหา] แก้ Departure Claim เป็น Dash
TBSL-231153
TBSL-231351
TBSL-231335
TBSL-231444
TBSL-231446
TBSL-231448

แก้ไขราคาขนส่ง Dash
1201127478-1 แก้ราคาเป็น 405 บาท(Non)
1201128824-1 แก้ราคาเป็น 108 บาท(Non)
1201131958 แก้ราคาเป็นรายการละ 28 บาท มี 2 รายการ
1201132882 แก้ราคาเป็นรายการละ 35 บาท มี 2 รายการ
1201135210 แก้ราคาเป็น 80 บาท
1201135211 แก้ราคาเป็น 240 บาท

recal giveaway ของเดือน 7

[วิธีแก้ไข] select * from fcs.estimatecost
where ReferenceNo in ('TBSL-231153', 'TBSL-231351', 'TBSL-231335', 'TBSL-231444', 'TBSL-231446', 'TBSL-231448')
and ActiveFlag = 1
select * from fcs.EstimateCostDetail
where EstimateCostid in (150128, 150153, 150168, 150807, 151686, 151687)
and ActiveFlag = 1
order by EstimateCostId

select * from fcs.FreightCharge where freightchargeid in (70042,70041)
select * from fcs.FreightChargeDetail where documentno in ('1201127478-1', '1201128824-1')
select * from fcs.FreightChargeDetail where freightchargeid in (70042,70041)

[ข้อมูลเพิ่มเติม] --cal freight charge header
select
FreightChargeId
,sum(BFAmountTransporter) as 'BFCostPerTrip'
,sum(BFAmountTransporter) as 'BFCostPerTripTransporter'
,sum(Amount) as 'CostPerTrip' , sum(AmountTransporter) as 'CostPerTripTransporter'
from fcs.FreightChargeDetail
where FreightChargeId in ('70042','70041')
and ActiveFlag = 1
group by FreightChargeId
order by FreightChargeId"
8474,Database,,Issue,แก้ Departure จาก Rangsit เป็น Wangnoi,"รบกวนทำการแก้ Departure จาก Rangsit เป็น Wangnoi ให้ทีครับ
LORS23071138
LORS23071139","select * from fcs.EstimateCost where estimatecostid in (150933, 150932)
select * from fcs.EstimateCostDetail where loadingno in ('LORS23071138', 'LORS23071139')

departure wangnoi = 4",,,"[ปัญหา] รบกวนทำการแก้ Departure จาก Rangsit เป็น Wangnoi ให้ทีครับ
LORS23071138
LORS23071139

[วิธีแก้ไข] select * from fcs.EstimateCost where estimatecostid in (150933, 150932)
select * from fcs.EstimateCostDetail where loadingno in ('LORS23071138', 'LORS23071139')

departure wangnoi = 4"
8468,Database,,Issue,แก้ไขราคา และ ปรับ Departure ของ dash,"แก้ไขราคา และ ปรับ Departure ของ dash
รบกวนแก้ไข departure ของเอกสารเหล่านี้ให้เป็น Nongkhae W/H ครับ
LORS23071146
LORS23071142
LORS23071143
LORS23071188

รบกวนแก้ไขราคาขนส่ง Dash ตามรายการด้านล่างนี้ให้ทีครับ
1201129919 แก้ราคาเป็น 36 บาท
1201129920 แก้ราคาเป็น 36 บาท
1201132064 แก้ราคาเป็น 72 บาท
1201134565 แก้ราคาเป็น 107 บาท
1201130239 แก้ราคาเป็น 107 บาท
1201135208 แก้ราคาเป็น 107 บาท
1201136142 แก้ราคาเป็น 107 บาท","select * from fcs.EstimateCost where estimatecostid in (
select EstimateCostId from fcs.EstimateCostdetail where LoadingNo in ('LORS23071146','LORS23071142','LORS23071143','LORS23071188')
)

select * from fcs.EstimateCostdetail where LoadingNo in ('LORS23071146','LORS23071142','LORS23071143','LORS23071188')
--------------------
select * from fcs.FreightChargeDetail
where dono in ('1201129919', '1201129920', '1201132064', '1201134565', '1201130239', '1201135208', '1201136142')
and Departure = 217
order by dono

select * from fcs.FreightCharge
where freightchargeid in (68607,68607,68969,69913,69990,69990,70267)","--cal header
select FreightChargeId, BFCostPerTrip, BFCostPerTripTransporter, CostPerTrip, CostPerTripTransporter
from fcs.FreightCharge where freightchargeid in
(68607,68607,68969,69913,69990,69990,70267)
order by FreightChargeId

select
FreightChargeId
, sum(BFAmountTransporter) as 'BFCostPerTrip'
, sum(BFAmountTransporter) as 'BFCostPerTripTransporter'
, sum(Amount) as 'CostPerTrip'
, sum(AmountTransporter) as 'CostPerTripTransporter'
from fcs.FreightChargeDetail
where FreightChargeId in (68607,68607,68969,69913,69990,69990,70267) and ActiveFlag = 1
group by FreightChargeId
order by FreightChargeId",,"[ปัญหา] แก้ไขราคา และ ปรับ Departure ของ dash
รบกวนแก้ไข departure ของเอกสารเหล่านี้ให้เป็น Nongkhae W/H ครับ
LORS23071146
LORS23071142
LORS23071143
LORS23071188

รบกวนแก้ไขราคาขนส่ง Dash ตามรายการด้านล่างนี้ให้ทีครับ
1201129919 แก้ราคาเป็น 36 บาท
1201129920 แก้ราคาเป็น 36 บาท
1201132064 แก้ราคาเป็น 72 บาท
1201134565 แก้ราคาเป็น 107 บาท
1201130239 แก้ราคาเป็น 107 บาท
1201135208 แก้ราคาเป็น 107 บาท
1201136142 แก้ราคาเป็น 107 บาท

[วิธีแก้ไข] select * from fcs.EstimateCost where estimatecostid in (
select EstimateCostId from fcs.EstimateCostdetail where LoadingNo in ('LORS23071146','LORS23071142','LORS23071143','LORS23071188')
)

select * from fcs.EstimateCostdetail where LoadingNo in ('LORS23071146','LORS23071142','LORS23071143','LORS23071188')
--------------------
select * from fcs.FreightChargeDetail
where dono in ('1201129919', '1201129920', '1201132064', '1201134565', '1201130239', '1201135208', '1201136142')
and Departure = 217
order by dono

select * from fcs.FreightCharge
where freightchargeid in (68607,68607,68969,69913,69990,69990,70267)

[ข้อมูลเพิ่มเติม] --cal header
select FreightChargeId, BFCostPerTrip, BFCostPerTripTransporter, CostPerTrip, CostPerTripTransporter
from fcs.FreightCharge where freightchargeid in
(68607,68607,68969,69913,69990,69990,70267)
order by FreightChargeId

select
FreightChargeId
, sum(BFAmountTransporter) as 'BFCostPerTrip'
, sum(BFAmountTransporter) as 'BFCostPerTripTransporter'
, sum(Amount) as 'CostPerTrip'
, sum(AmountTransporter) as 'CostPerTripTransporter'
from fcs.FreightChargeDetail
where FreightChargeId in (68607,68607,68969,69913,69990,69990,70267) and ActiveFlag = 1
group by FreightChargeId
order by FreightChargeId"
8466,Database,,Issue,แก้ไข Departure ให้กลายเป็น Nonkhae W/H,"รบกวนทำการแก้ไข Departure loading เหล่านี้ให้กลายเป็น Nonkhae W/H ทีครับ
LORS23070379
LORS23070231
LORS23070492","fcs.estimatecostdetial แก้ departure = 2
ทำการ recal",,,"[ปัญหา] รบกวนทำการแก้ไข Departure loading เหล่านี้ให้กลายเป็น Nonkhae W/H ทีครับ
LORS23070379
LORS23070231
LORS23070492

[วิธีแก้ไข] fcs.estimatecostdetial แก้ departure = 2
ทำการ recal"
8458,Database,,Issue,รบกวนตรวจสอบให้ทีครับ ไม่มีข้อมูล claim เข้า FCS เลยตั้งแต่หลังวันที่ 6/7/2023 เลยครับ,รบกวนตรวจสอบให้ทีครับ ไม่มีข้อมูล claim เข้า FCS เลยตั้งแต่หลังวันที่ 6/7/2023 เลยครับ,สาเหตุจาก code ใน store ส่วน DistributorDestinationId เทียบกันแล้วไม่ตรงเลยเกิด error เอาข้อมูลไม่เข้าครับ,,,"[ปัญหา] รบกวนตรวจสอบให้ทีครับ ไม่มีข้อมูล claim เข้า FCS เลยตั้งแต่หลังวันที่ 6/7/2023 เลยครับ

[วิธีแก้ไข] สาเหตุจาก code ใน store ส่วน DistributorDestinationId เทียบกันแล้วไม่ตรงเลยเกิด error เอาข้อมูลไม่เข้าครับ"
8454,Database,,Issue,รบกวนด้วยครับ ทำการยกเลิกเอกสาร lown2300003035 ให้ทีครับ,"รบกวนด้วยครับ ทำการยกเลิกเอกสาร lown2300003035 ให้ทีครับ
ทำการยิงยางจบแล้วครับ เนื่องจาก เซลแจ้งมาว่ายกเลิกออเดอร์ครับ
ต้องการให้ cancel เพื่อทำการ delete plan",4.MA_Cancel_&_Delete_Tirechecker_Plan.sql,,,"[ปัญหา] รบกวนด้วยครับ ทำการยกเลิกเอกสาร lown2300003035 ให้ทีครับ
ทำการยิงยางจบแล้วครับ เนื่องจาก เซลแจ้งมาว่ายกเลิกออเดอร์ครับ
ต้องการให้ cancel เพื่อทำการ delete plan

[วิธีแก้ไข] 4.MA_Cancel_&_Delete_Tirechecker_Plan.sql"
8447,Win-App,,Issue,reset tirescheckerscanlog,"LOCH2300002423 ยกเลิก การ Scan ZA21 scan ไปแล้ว 163

LOCH2300002427 ยกเลิกให้เหลือ 0","2.MA_Remove_TirecheckerScanLog(some gtcode).sql

1.MA_Remove_TirecheckerScanLog.sql",,,"[ปัญหา] LOCH2300002423 ยกเลิก การ Scan ZA21 scan ไปแล้ว 163

LOCH2300002427 ยกเลิกให้เหลือ 0

[วิธีแก้ไข] 2.MA_Remove_TirecheckerScanLog(some gtcode).sql

1.MA_Remove_TirecheckerScanLog.sql"
8448,Database,,Issue,ต้องการเพิ่มสิทธิ์ Approve Routing ให้ 2 user,"ต้องการเพิ่มสิทธิ์ Approve Routing ให้ 2 user
user อยู่ใน role Assistant Manager สามารถเข้าหน้า Manage Routing ได้ แต่ไม่สามารถ approve ได้","เนื่องจาก user ทั้งสองจะเป็น role Assistant Manager หลังทำการเพิ่มสิทธิ์ให้ ทุก user ที่เป็น Assistant Manager จะสามารถ approve ได้
กลุ่มที่สามารถ approve ได้คือ Assistant Manager Routing และ Warehouse Manager
พี่บอยจะทำการปรับย้ายกลุ่มให้ user เอง

[MoCS].[dbo].[ListMasterDetail] where ListCode = 'APPROVE_ROUTE'
หากจะทำการเพิ่ม ให้ใส่ MasterCode , MasterName เป็นชื่อย่อกลุ่ม",,,"[ปัญหา] ต้องการเพิ่มสิทธิ์ Approve Routing ให้ 2 user
user อยู่ใน role Assistant Manager สามารถเข้าหน้า Manage Routing ได้ แต่ไม่สามารถ approve ได้

[วิธีแก้ไข] เนื่องจาก user ทั้งสองจะเป็น role Assistant Manager หลังทำการเพิ่มสิทธิ์ให้ ทุก user ที่เป็น Assistant Manager จะสามารถ approve ได้
กลุ่มที่สามารถ approve ได้คือ Assistant Manager Routing และ Warehouse Manager
พี่บอยจะทำการปรับย้ายกลุ่มให้ user เอง

[MoCS].[dbo].[ListMasterDetail] where ListCode = 'APPROVE_ROUTE'
หากจะทำการเพิ่ม ให้ใส่ MasterCode , MasterName เป็นชื่อย่อกลุ่ม"
8443,Database,,Issue,รบกวนทำการแก้ไขข้อมูลนำ loading เหล่านี้แยกออกมา create เป็น trip ใหม่,"รบกวนทำการแก้ไขข้อมูลนำ loading เหล่านี้แยกออกมา create เป็น trip ใหม่โดยบริษัทขนส่งและประเภทรถคงเดิมครับ
ESTIMATE COST 140855 แยก LOBS23050334 + LOBS23050335 + LONK23053411 แยกออกมาเป็นอีก 1 TRIP
ESTIMATE COST 142132 แยก LONK23060247 แยกออกมาเป็นอีก 1 TRIP","8.Estimate_Cost_Split_Trip

ESTIMATE COST 140855 แยก LOBS23050334 + LOBS23050335 + LONK23053411 โดยแยกออกมาเป็น Trip 149082
ESTIMATE COST 142132 แยก LONK23060247 โดยแยกออกมาเป็น Trip 149083 ค่ะ",,,"[ปัญหา] รบกวนทำการแก้ไขข้อมูลนำ loading เหล่านี้แยกออกมา create เป็น trip ใหม่โดยบริษัทขนส่งและประเภทรถคงเดิมครับ
ESTIMATE COST 140855 แยก LOBS23050334 + LOBS23050335 + LONK23053411 แยกออกมาเป็นอีก 1 TRIP
ESTIMATE COST 142132 แยก LONK23060247 แยกออกมาเป็นอีก 1 TRIP

[วิธีแก้ไข] 8.Estimate_Cost_Split_Trip

ESTIMATE COST 140855 แยก LOBS23050334 + LOBS23050335 + LONK23053411 โดยแยกออกมาเป็น Trip 149082
ESTIMATE COST 142132 แยก LONK23060247 โดยแยกออกมาเป็น Trip 149083 ค่ะ"
8444,Database,,Issue,แก้ไข Departure ของเอกสาร Claim และรบกวนทำการปรับ Destination Dash,"รบกวนทำการแก้ไข Deaprture ของเอกสาร Claim ในรากยารเหล่านี้ให้กลายเป็น Dash ด้วยครับ
แก้ไข Departure Claim Tire Dash

TBSL-231307
TBSL-231261
TBSL-231284

และรบกวนทำการปรับ Destination Dash ของ 2 จังหวัดนี้ให้ทีครับ
KRABINBURI>>PRACHINBURI
HUA HIN >> PRACHUAB KIRIKHAN","select * from fcs.EstimateCost where ReferenceNo in ('TBSL-231307', 'TBSL-231261', 'TBSL-231284')
select * from fcs.EstimateCostDetail where EstimateCostId in ('147055', '147822', '147837')

--update fcs.EstimateCostDetail
--set departure = 217
--where EstimateCostId in ('147055', '147822', '147837')

Destination Dash ที่ให้ปรับทั้ง 2 รายการมีการ mapping ไว้แล้ว

วิธีเช็ค
select * from fcs.DistributorDestinationMapping
where Remark in ('PRACHINBURI','PRACHUAB KIRIKHAN')

select * from fcs.Destination
where DestinationName in ('PRACHINBURI','PRACHUAB KIRIKHAN','Krabin buri','hua hin')",,,"[ปัญหา] รบกวนทำการแก้ไข Deaprture ของเอกสาร Claim ในรากยารเหล่านี้ให้กลายเป็น Dash ด้วยครับ
แก้ไข Departure Claim Tire Dash

TBSL-231307
TBSL-231261
TBSL-231284

และรบกวนทำการปรับ Destination Dash ของ 2 จังหวัดนี้ให้ทีครับ
KRABINBURI>>PRACHINBURI
HUA HIN >> PRACHUAB KIRIKHAN

[วิธีแก้ไข] select * from fcs.EstimateCost where ReferenceNo in ('TBSL-231307', 'TBSL-231261', 'TBSL-231284')
select * from fcs.EstimateCostDetail where EstimateCostId in ('147055', '147822', '147837')

--update fcs.EstimateCostDetail
--set departure = 217
--where EstimateCostId in ('147055', '147822', '147837')

Destination Dash ที่ให้ปรับทั้ง 2 รายการมีการ mapping ไว้แล้ว

วิธีเช็ค
select * from fcs.DistributorDestinationMapping
where Remark in ('PRACHINBURI','PRACHUAB KIRIKHAN')

select * from fcs.Destination
where DestinationName in ('PRACHINBURI','PRACHUAB KIRIKHAN','Krabin buri','hua hin')"
8441,Database,,Issue,รบกวนลบ actual time ของ LONK23071337 เนื่องจะอัพโหลดแผนใหม่ครับ,รบกวนลบ actual time ของ LONK23071337 เนื่องจะอัพโหลดแผนใหม่ครับ,"4.MA_Cancel_&_Delete_Tirechecker_Plan

เคลียร์ Loading actual time ให้แล้ว
สามารถเข้าไป cancel plan และทำการ delete plan ได้เลย",,,"[ปัญหา] รบกวนลบ actual time ของ LONK23071337 เนื่องจะอัพโหลดแผนใหม่ครับ

[วิธีแก้ไข] 4.MA_Cancel_&_Delete_Tirechecker_Plan

เคลียร์ Loading actual time ให้แล้ว
สามารถเข้าไป cancel plan และทำการ delete plan ได้เลย"
8442,Database,,Issue,ตรวจสอบ upload to wms ให้ทีครับว่าปกติส่งข้อมูล GT code to WMS ส่งไปกี่ digit,"รบกวนหน่อยครับ LORS23070226 เอกสารเบอร์นี้ที่ผมให้ check upload to wms ไปเมื่อวันจันทร์
รบกวนตรวจสอบเงื่อนไขการ upload to wms ให้ทีครับว่าปกติส่งข้อมูล GT code to WMS ส่งไปกี่ digit ครับ",ตอนนี้เป็นการเอาตาม plan ที่อัพโหลดเข้ามาส่งไปเลยค่ะ,,,"[ปัญหา] รบกวนหน่อยครับ LORS23070226 เอกสารเบอร์นี้ที่ผมให้ check upload to wms ไปเมื่อวันจันทร์
รบกวนตรวจสอบเงื่อนไขการ upload to wms ให้ทีครับว่าปกติส่งข้อมูล GT code to WMS ส่งไปกี่ digit ครับ

[วิธีแก้ไข] ตอนนี้เป็นการเอาตาม plan ที่อัพโหลดเข้ามาส่งไปเลยค่ะ"
8440,Database,,Issue,"ดึงข้อมูลโหลด ประตู 28,26 ในเดือน 5 กับ เดือน 6 ว่ามีกี่โหลด","ดึงข้อมูลโหลด ประตู 28,26 ในเดือน 5 กับ เดือน 6 ว่ามีกี่โหลด","SELECT
LoadingNo
,Warehouse
,COUNT(SerialNo) AS TotalSerialNo
,CONVERT(DATE, ScanDate) AS ScanDate
,Gate
,MachineName
FROM TiresCheckerScanLog
WHERE 1=1
AND Gate in ('26', '28')
AND CONVERT(DATE, ScanDate) BETWEEN '2023-05-01' AND '2023-06-30'
AND ScanTireFlag = 1
GROUP BY
LoadingNo
,Warehouse
,CONVERT(DATE, ScanDate)
,Gate
,MachineName
ORDER BY
ScanDate
,Gate
,LoadingNo",,,"[ปัญหา] ดึงข้อมูลโหลด ประตู 28,26 ในเดือน 5 กับ เดือน 6 ว่ามีกี่โหลด

[วิธีแก้ไข] SELECT
LoadingNo
,Warehouse
,COUNT(SerialNo) AS TotalSerialNo
,CONVERT(DATE, ScanDate) AS ScanDate
,Gate
,MachineName
FROM TiresCheckerScanLog
WHERE 1=1
AND Gate in ('26', '28')
AND CONVERT(DATE, ScanDate) BETWEEN '2023-05-01' AND '2023-06-30'
AND ScanTireFlag = 1
GROUP BY
LoadingNo
,Warehouse
,CONVERT(DATE, ScanDate)
,Gate
,MachineName
ORDER BY
ScanDate
,Gate
,LoadingNo"
8434,Database,,Issue,ต้องการข้อมูล Customer Zone อีสาน,ต้องการข้อมูล Customer Zone อีสาน,"--Find Zone Level 1
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ZoneID = 3

--Find Zone Level 2
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ParentZoneID = 3

--Find Zone Level 3
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ParentZoneID in (12, 14) order by ParentZoneID, ZoneID

--Find Zone Level 4
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ParentZoneID in (141,142,143,149,150,151,152,243,245,42,43,132) order by ParentZoneID, ZoneID

--Query Customer Zone
SELECT
z.[ZoneCode]
,z.[ZoneName]
,c.[CustomerCode]
,c.[CustomerName]
,c.[ProvinceCode]
,p.[NameTh] AS 'Province'
FROM [MoCS].[dbo].[Customer] c
LEFT JOIN [MoCS].[dbo].[Province] p
ON c.ProvinceCode = p.Code
LEFT JOIN [MoCS].[dbo].[Zone] z
ON c.ZoneID = z.ZoneID
WHERE 1=1
AND c.[ZoneID] IN ('3', '12', '14', '141', '142', '143', '149', '150', '151', '152', '243', '245', '42', '43', '132', '87', '133', '88', '134', '135', '136', '137', '138', '139', '140', '176', '242', '179', '192', '195', '196', '197', '198', '244', '246')
ORDER BY z.[ZoneCode], c.[ProvinceCode], c.[CustomerCode]",,,"[ปัญหา] ต้องการข้อมูล Customer Zone อีสาน

[วิธีแก้ไข] --Find Zone Level 1
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ZoneID = 3

--Find Zone Level 2
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ParentZoneID = 3

--Find Zone Level 3
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ParentZoneID in (12, 14) order by ParentZoneID, ZoneID

--Find Zone Level 4
SELECT [ZoneID],[ParentZoneID],[ZoneCode],[ZoneName],[ZoneLevel] FROM [MoCS].[dbo].[Zone]
WHERE ParentZoneID in (141,142,143,149,150,151,152,243,245,42,43,132) order by ParentZoneID, ZoneID

--Query Customer Zone
SELECT
z.[ZoneCode]
,z.[ZoneName]
,c.[CustomerCode]
,c.[CustomerName]
,c.[ProvinceCode]
,p.[NameTh] AS 'Province'
FROM [MoCS].[dbo].[Customer] c
LEFT JOIN [MoCS].[dbo].[Province] p
ON c.ProvinceCode = p.Code
LEFT JOIN [MoCS].[dbo].[Zone] z
ON c.ZoneID = z.ZoneID
WHERE 1=1
AND c.[ZoneID] IN ('3', '12', '14', '141', '142', '143', '149', '150', '151', '152', '243', '245', '42', '43', '132', '87', '133', '88', '134', '135', '136', '137', '138', '139', '140', '176', '242', '179', '192', '195', '196', '197', '198', '244', '246')
ORDER BY z.[ZoneCode], c.[ProvinceCode], c.[CustomerCode]"
8435,Database,,Issue,แก้ไข Departure LORS23061278 จาก รังสิต เป็น หนองแค,รบกวนทำการแก้ไข Departure เอกสารใบนี้ให้ทีครับ LORS23061278 แก้ไข Departure จาก รังสิต เป็น หนองแค แทนครับ,"edit 200 fcs.estimatecostdetail
departure = 2",,,"[ปัญหา] รบกวนทำการแก้ไข Departure เอกสารใบนี้ให้ทีครับ LORS23061278 แก้ไข Departure จาก รังสิต เป็น หนองแค แทนครับ

[วิธีแก้ไข] edit 200 fcs.estimatecostdetail
departure = 2"
8431,Database,,Issue,รบกวนตรวจสอบให้ทีครับว่า CV66X ไซส์นี้ถูกเพิ่มเข้ามาเมื่อไรและโดยใครครับ,รบกวนตรวจสอบให้ทีครับว่า CV66X ไซส์นี้ถูกเพิ่มเข้ามาเมื่อไรและโดยใครครับ,"createdate 2022-08-08 โดย Pairote Noopung
มีการอัพเดทล่าสุด 2023-05-19 โดย Traipop Seewaengnok",,,"[ปัญหา] รบกวนตรวจสอบให้ทีครับว่า CV66X ไซส์นี้ถูกเพิ่มเข้ามาเมื่อไรและโดยใครครับ

[วิธีแก้ไข] createdate 2022-08-08 โดย Pairote Noopung
มีการอัพเดทล่าสุด 2023-05-19 โดย Traipop Seewaengnok"
8433,Database,,Issue,"รบกวนรวมข้อมูลเอกสสาร re-chuck ให้หน่อยครับ เอกสาร UN-NK2307000075 (Main), UN-NK2307000074","รบกวนรวมข้อมูลเอกสสาร re-chuck ให้หน่อยครับ
เอกสาร UN-NK2307000075 (Main), UN-NK2307000074","---- check data in document ----
select * from [rc].[ReturnItem]
where DocumentNo in (
'UN-NK2307000075', -- document no.
'UN-NK2307000074'
)

---- check tire qty in detail ----
select count(SerialNo) as detailqty from [rc].[ReturnItemDetail]
where ReturnId in (86, 87)

select * from rc.ReturnItemDetail
where ReturnId = 87

----
begin tran
select @@TRANCOUNT
--commit
--rollback
----

---- update header document ที่ถูกย้าย ----
update [rc].[ReturnItem]
set Qty = 0,
ReturnStatus = 'Complete',
Remark = 'combine ไว้ที่เอกสาร UN-NK2307000075'
where DocumentNo in (
'UN-NK2307000074' -- doc no. ที่จะถูกย้าย
)

---- update detail ยาง ----
update [rc].[ReturnItemDetail]
set ReturnId = 87
where ReturnId in (86) -- return id ใน detail ของยางที่จะถูกย้าย

---- รวม tire qty ที่ถูกย้ายเข้ากับ tire qty ของตัวที่ถูก combine ----
update [rc].[ReturnItem]
set Qty = Qty + 720 -- จำนวนยางทั้งหมดของตัวที่ถูกย้าย
where ReturnId = 87

-- calculate gtcodesummary (rc.sp_ReturnDocument_UpdateSummaryDetail) --
exec rc.sp_ReturnDocument_UpdateSummaryDetail 'UN-NK2307000074', '02', 'admin' -- @docno. / @warehouse / @processby",,,"[ปัญหา] รบกวนรวมข้อมูลเอกสสาร re-chuck ให้หน่อยครับ
เอกสาร UN-NK2307000075 (Main), UN-NK2307000074

[วิธีแก้ไข] ---- check data in document ----
select * from [rc].[ReturnItem]
where DocumentNo in (
'UN-NK2307000075', -- document no.
'UN-NK2307000074'
)

---- check tire qty in detail ----
select count(SerialNo) as detailqty from [rc].[ReturnItemDetail]
where ReturnId in (86, 87)

select * from rc.ReturnItemDetail
where ReturnId = 87

----
begin tran
select @@TRANCOUNT
--commit
--rollback
----

---- update header document ที่ถูกย้าย ----
update [rc].[ReturnItem]
set Qty = 0,
ReturnStatus = 'Complete',
Remark = 'combine ไว้ที่เอกสาร UN-NK2307000075'
where DocumentNo in (
'UN-NK2307000074' -- doc no. ที่จะถูกย้าย
)

---- update detail ยาง ----
update [rc].[ReturnItemDetail]
set ReturnId = 87
where ReturnId in (86) -- return id ใน detail ของยางที่จะถูกย้าย

---- รวม tire qty ที่ถูกย้ายเข้ากับ tire qty ของตัวที่ถูก combine ----
update [rc].[ReturnItem]
set Qty = Qty + 720 -- จำนวนยางทั้งหมดของตัวที่ถูกย้าย
where ReturnId = 87

-- calculate gtcodesummary (rc.sp_ReturnDocument_UpdateSummaryDetail) --
exec rc.sp_ReturnDocument_UpdateSummaryDetail 'UN-NK2307000074', '02', 'admin' -- @docno. / @warehouse / @processby"
8432,Web-App,,Issue,ผมรบกวนตรวจสอบเอกสารใบนี้ให้ทีครับว่ามันสามารถ upload to wms ได้ปกติไหม LORS23070226,ผมรบกวนตรวจสอบเอกสารใบนี้ให้ทีครับว่ามันสามารถ upload to wms ได้ปกติไหม LORS23070226 พอดีมองจากฝั่งเบสิคมันไม่ generated gi ให้,"เช็คจากใน log มามีการส่งค่าไปปกติครับ
ลองอัพโหลด wms ผ่านหน้าเวปดูอีกทีครับ",,,"[ปัญหา] ผมรบกวนตรวจสอบเอกสารใบนี้ให้ทีครับว่ามันสามารถ upload to wms ได้ปกติไหม LORS23070226 พอดีมองจากฝั่งเบสิคมันไม่ generated gi ให้

[วิธีแก้ไข] เช็คจากใน log มามีการส่งค่าไปปกติครับ
ลองอัพโหลด wms ผ่านหน้าเวปดูอีกทีครับ"
8427,Database,,Issue,manual ทำ upload wms complete flag เนื่องจาก network ฝั่งหนองแคมีปัญหา,"manual ทำ upload wms complete flag เนื่องจาก network ฝั่งหนองแคมีปัญหา
LONK23070518
LONK23070519
LONK23070360
LONK23070495
LONK23070494
LONK23070467
LONK23070474
LOBS23070106
LOBS23070107
LOBS23070138
LOBS23070139
LOBS23070140","select * from TiresChecker where loadingno in ('', '')

UPDATE tc
SET
StartScanLoadingFlag = 1
,StartScanLoadingDate = pt.ActOperation4
,StartScanLoadingBy = pt.ActOperation4By
,ConfirmLoadingCompleteFlag = 1
,ConfirmLoadingCompleteDate = pt.ActOperation5
,ConfirmLoadingCompleteBy = pt.ActOperation5By
FROM TiresChecker tc
INNER JOIN PlanTracking pt
ON tc.LoadingNo = pt.LoadingNo
WHERE tc.LoadingNo in ('')",,,"[ปัญหา] manual ทำ upload wms complete flag เนื่องจาก network ฝั่งหนองแคมีปัญหา
LONK23070518
LONK23070519
LONK23070360
LONK23070495
LONK23070494
LONK23070467
LONK23070474
LOBS23070106
LOBS23070107
LOBS23070138
LOBS23070139
LOBS23070140

[วิธีแก้ไข] select * from TiresChecker where loadingno in ('', '')

UPDATE tc
SET
StartScanLoadingFlag = 1
,StartScanLoadingDate = pt.ActOperation4
,StartScanLoadingBy = pt.ActOperation4By
,ConfirmLoadingCompleteFlag = 1
,ConfirmLoadingCompleteDate = pt.ActOperation5
,ConfirmLoadingCompleteBy = pt.ActOperation5By
FROM TiresChecker tc
INNER JOIN PlanTracking pt
ON tc.LoadingNo = pt.LoadingNo
WHERE tc.LoadingNo in ('')"
8422,Database,,Issue,LONK23070120 loading start ไม่ขึ้นครับ งานโหลดจบแล้ว,LONK23070120 loading start ไม่ขึ้นครับ งานโหลดจบแล้ว,6.MA_Initial_Start_Scan_Date.sql,,,"[ปัญหา] LONK23070120 loading start ไม่ขึ้นครับ งานโหลดจบแล้ว

[วิธีแก้ไข] 6.MA_Initial_Start_Scan_Date.sql"
